,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,Remodeled,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,Fireplaces,GarageArea,MSZoning,PavedDrive,Neighborhood,BldgType,HouseStyle,SalePrice
1362,50,,12513,4,4,1920,1,1738,0,0,2,0,4,1,368,RL,Y,NAmes,1Fam,1.5Fin,104900
1363,60,73.0,8499,6,5,2006,1,1412,0,0,2,1,3,1,432,RL,Y,Gilbert,1Fam,2Story,156932
1364,160,30.0,3180,7,5,2005,0,1200,0,0,2,1,2,0,480,FV,Y,Somerst,TwnhsE,2Story,144152
1365,60,,7500,7,5,2000,0,1674,1,0,2,1,3,0,663,FV,Y,Somerst,1Fam,2Story,216000
1366,60,68.0,9179,7,5,1999,0,1790,1,0,2,1,3,0,588,RL,Y,CollgCr,1Fam,2Story,193000
1367,160,41.0,2665,5,6,1977,0,1475,0,0,2,0,4,1,336,RM,Y,MeadowV,TwnhsE,2Story,127000
1368,120,,4435,6,5,2003,1,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,144000
1369,20,48.0,10635,8,5,2003,0,1668,1,0,2,0,3,1,502,RL,Y,CollgCr,1Fam,1Story,232000
1370,50,90.0,5400,4,6,1920,1,1374,0,0,1,0,2,0,338,RL,Y,OldTown,1Fam,1.5Fin,105000
1371,80,80.0,9600,6,6,1955,1,1661,1,0,1,0,3,1,377,RL,Y,NAmes,1Fam,SLvl,165500
1372,60,75.0,9750,7,6,1998,0,2097,1,0,2,1,3,1,583,RL,Y,CollgCr,1Fam,2Story,274300
1373,20,,11400,10,5,2001,1,2633,1,0,2,1,2,2,804,RL,Y,NoRidge,1Fam,1Story,466500
1374,60,85.0,10625,7,5,2005,0,1958,0,0,2,1,3,1,936,FV,Y,Somerst,1Fam,2Story,250000
1375,20,89.0,10991,8,5,2007,0,1571,0,0,2,0,3,1,722,RL,Y,Timber,1Fam,1Story,239000
1376,30,52.0,6292,6,5,1930,1,790,0,0,1,0,2,0,160,RL,Y,SWISU,1Fam,1Story,91000
1377,50,60.0,10998,5,5,1941,1,1604,0,0,2,0,3,0,660,RL,Y,Edwards,1Fam,1.5Fin,117000
1378,160,21.0,1953,6,5,1973,0,987,0,0,1,1,2,0,264,RM,Y,BrDale,Twnhs,2Story,83000
1379,80,73.0,9735,5,5,2006,1,1394,0,0,2,1,3,0,400,RL,Y,Timber,1Fam,SLvl,167500
1380,30,45.0,8212,3,3,1914,1,864,1,0,1,0,2,0,200,RL,Y,Edwards,1Fam,1Story,58500
1381,20,,12925,6,7,1970,0,2117,0,0,2,1,4,2,550,RL,Y,NAmes,1Fam,1Story,237500
1382,70,60.0,7200,7,7,1920,1,1762,1,0,1,1,4,0,576,RM,N,OldTown,1Fam,2Story,157000
1383,30,,25339,5,7,1918,1,1416,0,0,2,0,3,0,576,RL,N,Sawyer,1Fam,1Story,112000
1384,50,60.0,9060,6,5,1939,1,1258,0,0,1,0,2,0,280,RL,P,Edwards,1Fam,1.5Fin,105000
1385,50,40.0,5436,4,8,1922,1,1154,1,0,1,0,3,0,240,RM,N,IDOTRR,1Fam,1.5Fin,125500
1386,60,80.0,16692,7,5,1978,0,2784,1,0,3,1,5,2,564,RL,Y,NWAmes,1Fam,2Story,250000
1387,50,60.0,8520,6,7,1916,1,2526,0,0,2,0,5,1,216,RM,Y,OldTown,1Fam,1.5Fin,136000
1388,20,42.0,14892,9,5,2006,1,1746,1,0,2,0,3,2,758,RL,Y,Gilbert,1Fam,1Story,377500
1389,50,60.0,6000,6,6,1941,1,1218,0,1,1,0,3,1,440,RM,Y,BrkSide,1Fam,1.5Fin,131000
1390,20,70.0,9100,7,5,2000,0,1525,1,0,2,0,3,0,541,RL,Y,CollgCr,1Fam,1Story,235000
1391,90,65.0,8944,5,5,1967,0,1584,0,0,2,0,4,0,792,RL,Y,NAmes,Duplex,1Story,124000
1392,85,68.0,7838,5,5,1967,0,900,1,0,1,0,3,1,288,RL,Y,NAmes,1Fam,SFoyer,123000
1393,190,60.0,10800,6,7,1905,1,1912,0,0,2,0,3,1,672,RM,Y,OldTown,2fmCon,1.5Fin,163000
1394,120,53.0,4045,7,5,2006,0,1500,1,0,2,0,2,1,648,RL,Y,Blmngtn,TwnhsE,1Story,246578
1395,60,88.0,12665,8,5,2005,1,2482,0,0,2,1,4,1,642,RL,Y,Timber,1Fam,2Story,281213
1396,20,,57200,5,5,1948,1,1687,1,0,1,0,3,2,572,RL,N,Timber,1Fam,1Story,160000
1397,70,51.0,6120,5,8,1920,1,1513,0,0,1,1,4,0,180,RM,N,BrkSide,1Fam,2Story,137500
1398,50,60.0,7200,5,4,1950,1,1904,1,0,1,1,3,0,240,RL,Y,NAmes,1Fam,1.5Fin,138000
1399,50,51.0,6171,6,6,1925,1,1608,0,0,2,1,3,1,216,RL,Y,SWISU,1Fam,1.5Fin,137450
1400,50,50.0,6000,6,7,1929,1,1158,0,0,1,0,3,1,208,RM,Y,BrkSide,1Fam,1.5Fin,120000
1401,60,62.0,7415,6,5,2004,0,1593,1,0,2,1,3,1,398,RL,Y,Gilbert,1Fam,2Story,193000
1402,20,64.0,6762,7,5,2006,0,1294,0,0,2,0,2,1,662,RL,Y,CollgCr,1Fam,1Story,193879
1403,20,49.0,15256,8,5,2007,0,1464,1,0,2,0,3,0,754,RL,Y,Somerst,1Fam,1Story,282922
1404,50,60.0,10410,3,4,1915,1,1214,0,0,1,0,3,0,936,RL,Y,OldTown,1Fam,1.5Fin,105000
1405,120,44.0,3842,8,5,2004,1,1646,1,1,2,0,2,1,482,RM,Y,Crawfor,TwnhsE,1Story,275000
1406,85,70.0,8445,5,7,1972,1,768,1,0,1,0,2,0,396,RL,Y,CollgCr,1Fam,SFoyer,133000
1407,20,,8780,5,5,1985,0,833,1,0,1,0,3,0,0,RL,Y,Mitchel,1Fam,1Story,112000
1408,70,60.0,7740,4,7,1910,1,1363,0,0,1,0,3,0,528,RM,Y,OldTown,1Fam,2Story,125500
1409,60,46.0,20544,7,6,1986,1,2093,0,0,2,1,3,1,542,RL,Y,NWAmes,1Fam,2Story,215000
1410,60,79.0,12420,7,5,2001,0,1840,1,0,2,1,3,0,622,RL,Y,CollgCr,1Fam,2Story,230000
1411,50,80.0,9600,6,8,1950,1,1668,0,0,1,1,3,0,271,RL,Y,NAmes,1Fam,1.5Fin,140000
1412,90,60.0,7200,4,5,1949,1,1040,0,0,2,0,2,0,420,RL,Y,NAmes,Duplex,1Story,90000
1413,20,88.0,10994,8,5,2005,1,1844,1,0,2,0,2,1,620,RL,Y,SawyerW,1Fam,1Story,257000
1414,50,64.0,13053,6,7,1923,1,1848,0,0,1,1,4,1,370,RL,N,BrkSide,1Fam,1.5Fin,207000
1415,120,51.0,3635,7,5,2007,0,1569,0,1,2,0,1,1,660,RL,Y,Blmngtn,TwnhsE,1Story,175900
1416,190,60.0,11340,4,6,1885,1,2290,0,0,2,0,4,0,560,RM,N,OldTown,2fmCon,2Story,122500
1417,60,,16545,8,5,1998,0,2450,1,0,2,1,3,1,1069,RL,Y,NoRidge,1Fam,2Story,340000
1418,20,71.0,9204,5,5,1963,0,1144,1,0,1,1,3,0,336,RL,Y,NAmes,1Fam,1Story,124000
1419,20,,16381,6,5,1969,0,1844,1,0,2,0,3,1,540,RL,Y,Crawfor,1Fam,1Story,223000
1420,60,90.0,11700,6,6,1968,0,1416,0,0,2,1,3,1,776,RL,Y,NWAmes,1Fam,2Story,179900
1421,120,53.0,4043,6,5,1977,0,1069,0,0,2,0,2,1,440,RL,Y,NPkVill,TwnhsE,1Story,127500
1422,120,37.0,4435,6,5,2003,0,848,1,0,1,0,1,0,420,RM,Y,CollgCr,TwnhsE,1Story,136500
1423,80,,19690,6,7,1966,0,2201,0,0,2,0,4,1,432,RL,Y,Edwards,1Fam,SLvl,274970
1424,20,,9503,5,5,1958,1,1344,1,0,1,0,2,1,484,RL,Y,NAmes,1Fam,1Story,144000
1425,20,80.0,10721,6,6,1959,0,1252,0,0,1,0,3,0,528,RL,Y,NAmes,1Fam,1Story,142000
1426,60,81.0,10944,7,5,1994,0,2127,1,0,2,1,3,2,525,RL,Y,NoRidge,1Fam,2Story,271000
1427,50,60.0,10930,5,6,1945,1,1558,1,0,1,1,3,1,288,RL,Y,NAmes,1Fam,1.5Fin,140000
1428,30,60.0,7200,5,7,1940,1,804,1,0,1,0,2,2,240,RM,Y,OldTown,1Fam,1Story,119000
1429,20,,12546,6,7,1981,0,1440,0,0,2,0,3,1,467,RL,Y,NWAmes,1Fam,1Story,182900
1430,60,60.0,21930,5,5,2005,0,1838,0,0,2,1,4,1,372,RL,Y,Gilbert,1Fam,2Story,192140
1431,120,,4928,6,6,1976,0,958,0,0,2,0,2,0,440,RL,Y,NPkVill,TwnhsE,1Story,143750
1432,30,60.0,10800,4,6,1927,1,968,0,0,2,0,4,0,216,RL,Y,OldTown,1Fam,1Story,64500
1433,60,93.0,10261,6,5,2000,0,1792,1,0,2,1,3,1,451,RL,Y,Gilbert,1Fam,2Story,186500
1434,20,80.0,17400,5,5,1977,0,1126,1,0,2,0,3,1,484,RL,P,Mitchel,1Fam,1Story,160000
1435,20,80.0,8400,6,9,1962,1,1537,1,0,1,1,3,1,462,RL,Y,NAmes,1Fam,1Story,174000
1436,20,60.0,9000,4,6,1971,0,864,0,0,1,0,3,0,528,RL,Y,NAmes,1Fam,1Story,120500
1437,20,96.0,12444,8,5,2008,0,1932,1,0,2,0,2,1,774,RL,Y,NridgHt,1Fam,1Story,394617
1438,20,90.0,7407,6,7,1957,1,1236,1,0,1,0,2,0,923,RM,Y,OldTown,1Fam,1Story,149700
1439,60,80.0,11584,7,6,1979,0,1725,0,0,2,1,3,1,550,RL,Y,NWAmes,1Fam,SLvl,197000
1440,70,79.0,11526,6,7,1922,1,2555,0,0,2,0,3,1,672,RL,Y,Crawfor,1Fam,2.5Fin,191000
1441,120,,4426,6,5,2004,0,848,1,0,1,0,1,1,420,RM,Y,CollgCr,TwnhsE,1Story,149300
1442,60,85.0,11003,10,5,2008,0,2007,1,0,2,1,3,1,812,FV,Y,Somerst,1Fam,2Story,310000
1443,30,,8854,6,6,1916,1,952,0,0,1,0,2,1,192,RL,P,BrkSide,1Fam,1.5Unf,121000
1444,20,63.0,8500,7,5,2004,0,1422,0,0,2,0,3,0,626,RL,Y,CollgCr,1Fam,1Story,179600
1445,85,70.0,8400,6,5,1966,0,913,1,0,1,0,3,0,240,RL,Y,Sawyer,1Fam,SFoyer,129000
1446,20,,26142,5,7,1962,0,1188,0,0,1,0,3,0,312,RL,P,Mitchel,1Fam,1Story,157900
1447,60,80.0,10000,8,5,1995,1,2090,1,0,2,1,3,1,556,RL,Y,CollgCr,1Fam,2Story,240000
1448,50,70.0,11767,4,7,1910,1,1346,0,0,1,1,2,0,384,RL,Y,Edwards,1Fam,2Story,112000
1449,180,21.0,1533,5,7,1970,0,630,1,0,1,0,1,0,0,RM,Y,MeadowV,Twnhs,SFoyer,92000
1450,90,60.0,9000,5,5,1974,0,1792,0,0,2,2,4,0,0,RL,Y,NAmes,Duplex,2Story,136000
1451,20,78.0,9262,8,5,2008,1,1578,0,0,2,0,3,1,840,RL,Y,Somerst,1Fam,1Story,287090
1452,180,35.0,3675,5,5,2005,0,1072,1,0,1,0,2,0,525,RM,Y,Edwards,TwnhsE,SLvl,145000
1453,20,90.0,17217,5,5,2006,0,1140,0,0,1,0,3,0,0,RL,Y,Mitchel,1Fam,1Story,84500
1454,20,62.0,7500,7,5,2004,1,1221,1,0,2,0,2,0,400,FV,Y,Somerst,1Fam,1Story,185000
1455,60,62.0,7917,6,5,1999,1,1647,0,0,2,1,3,1,460,RL,Y,Gilbert,1Fam,2Story,175000
1456,20,85.0,13175,6,6,1978,1,2073,1,0,2,0,3,2,500,RL,Y,NWAmes,1Fam,1Story,210000
1457,70,66.0,9042,7,9,1941,1,2340,0,0,2,0,4,2,252,RL,Y,Crawfor,1Fam,2Story,266500
1458,20,68.0,9717,5,6,1950,1,1078,1,0,1,0,2,0,240,RL,Y,NAmes,1Fam,1Story,142125
1459,20,75.0,9937,5,6,1965,0,1256,1,0,1,1,3,0,276,RL,Y,Edwards,1Fam,1Story,147500
